,SHOP_JUL,PAY_JUL,SHOP_AUG,PAY_AUG,SHOP_SEP,PAY_SEP,SHOP_OCT,PAY_OCT,SHOP_NOV,PAY_NOV,SHOP_DEC,PAY_DEC,SEX,EDUCATION,MARRIAGE,BIRTH_DATE,DEFAULT PAYMENT JAN
47134607,-24.9837968,-1,57.8085704,-1,57.8085704,-1,57.8085704,-1,45.2868584,-1,70.3302824,-1,M,high school,married,21/01/1979,0
21122296,-108.81964,-2,0.0,-2,0.0,-2,0.0,-2,26.534104,-1,94.2706032,-1,M,university,single,05/01/1992,0
33807721,1229.3339824,0,180.70023,0,27.24963,0,612.788734,0,587.9241924,0,491.387755,0,F,high school,single,01/01/1970,0
23287118,1880.552447,0,30.4694996,0,48.983745,2,48.417286,2,47.433438,3,48.417286,2,F,university,single,06/01/1993,0
48884710,6570.023032,0,857.88634,0,1582.0586838,0,2394.9563018,0,246.2901496,0,478.269772,0,F,university,married,25/01/1990,1
35690062,361.8774768,2,10.9117776,0,15.354004,0,14.8173592,2,13.9825784,3,14.1316464,3,M,university,single,05/01/1993,1
36594725,6134.655031,0,1045.801461,0,377.619058,0,385.281152,0,260.12366,0,342.647705,0,F,university,married,18/01/1966,0
42586481,2538.2404634,-1,49.401135,-1,12.1341352,-1,101.5749352,0,235.7361352,0,111.4134232,0,F,university,single,03/01/1988,0
57488860,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,2,74.534,2,M,high school,married,08/01/1955,1
32937192,2191.62755,-1,90.8420392,-1,1003.97298,0,192.893992,0,173.2468296,0,1348.7076364,0,M,university,single,16/01/1990,0
59348264,568.9031152,0,13.2372384,0,8.6757576,2,17.5303968,0,7.5428408,0,16.5167344,0,M,university,single,03/01/1993,0
35009621,0.0,0,5.068312,0,0.0,-1,0.0,-1,28.4421744,-1,11.9850672,-2,F,graduate school,single,01/01/1988,0
14432536,642.7215888,0,15.5626992,0,19.6173488,2,19.2893992,0,9.1825888,0,8.7353848,0,F,graduate school,single,21/01/1976,0
46131783,5575.679845,0,93.972467,0,1087.600128,0,645.2557452,0,231.1746538,0,368.4662824,0,F,university,single,24/01/1968,1
29796699,-3196.166988,-1,399.8003756,-1,397.5047288,0,410.1158816,-1,480.9828088,-2,2468.5660798,-2,M,graduate school,single,17/01/1985,0
57764111,1115.058454,0,253.773363,0,373.355713,0,164.481631,0,333.345861,0,250.970885,0,F,high school,single,19/01/1990,1
12384208,57.540248,-1,0.0,-2,0.0,2,39.7415288,2,5.1279392,-1,0.0,1,F,graduate school,married,09/01/1979,1
34893510,3804.4836826,0,49.550203,0,61.8035924,-1,52.4123094,-2,0.0,-1,89.4408,-1,M,graduate school,single,27/01/1990,0
48505904,0.0,-1,392.4662304,0,50.1166616,-1,73.8184736,-1,148.2630328,-1,0.0,1,M,university,single,07/01/1987,0
12264047,538.0460392,0,8.7651984,0,23.0459128,0,1020.5493416,0,1464.4440318,0,-1119.023662,0,M,high school,single,29/01/1976,0
56537279,0.0,0,429.763044,0,14.9068,0,5.96272,0,7.7813496,0,3.9950224,0,M,graduate school,single,05/01/1989,0
33448050,886.8651592,0,88.7849008,0,98.981152,0,99.9053736,0,100.0842552,0,92.2432782,0,M,high school,single,24/01/1971,0
32165237,-11.8658128,-2,12.7900344,-1,31.602416,-1,11.3589816,-2,0.0,-1,60.1340312,-1,F,other,single,12/01/1991,0
32472226,1232.6731054,0,194.8616894,0,95.9401656,0,1380.1013572,0,212.8989172,0,243.4280446,0,F,high school,married,22/01/1978,1
49517182,2866.6074534,0,23.6421846,0,23.8508802,0,23.4036766,0,6.4397372,-1,0.0,-2,F,university,married,28/01/1982,0
39126264,4222.559795,0,2828.863436,0,299.5074254,0,1569.238836,0,364.6501418,2,379.527128,1,F,university,single,29/01/1989,0
19506443,204.4318552,0,14.8471728,0,14.4894096,0,13.8931376,0,14.608664,0,12.7304072,0,F,university,single,17/01/1994,0
42696410,28.5614288,0,31.900552,0,63.0259504,0,78.1712592,0,86.9960848,0,81.1526192,0,M,university,single,02/01/1989,0
10619714,3874.038811,2,1055.789017,2,570.811186,0,85.743913,0,121.400979,0,120.566199,2,M,graduate school,single,21/01/1982,1
23875110,-286.806832,0,0.0,-1,11.627304,-1,11.627304,-1,595.228524,0,84.2830472,0,M,graduate school,married,18/01/1964,0
21916897,-238.4789864,-1,1144.693172,-1,1144.991308,0,1081.011322,0,1192.4545598,0,1046.666055,0,M,high school,single,07/01/1968,0
46907956,-29.8136,0,354.3644496,0,26.534104,0,0.0,0,8.0198584,0,4.4124128,0,M,graduate school,single,13/01/1993,0
30061352,3605.53753,0,1043.446186,0,483.6362194,0,78.2308858,0,8055.336582,0,219.338658,0,F,graduate school,single,20/01/1982,0
41431345,-14.5490368,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,1,M,graduate school,married,11/01/1989,0
40982842,646.507916,-1,79.453244,-1,131.7462984,-1,51.726596,-1,894.6465088,-1,680.2867248,-1,M,graduate school,married,,0
57936986,1398.436722,0,24.68566,2,28.203666,0,23.284422,0,31.274466,0,29.992482,0,F,university,married,16/01/1975,0
34551812,0.0,-1,61.1775072,-1,25.043424,-1,86.0420496,-1,55.5427368,-1,55.5427368,-1,F,graduate school,married,23/01/1986,1
26644680,776.3163304,0,46.658284,0,627.9936704,0,257.9770804,0,26.2955956,0,159.8307092,0,F,university,single,03/01/1968,0
50906869,316.322296,0,156.670468,0,33.9576904,-1,25.34156,-1,29.8136,-1,62.8768824,-1,M,university,married,03/01/1983,0
48529732,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,1,F,graduate school,married,14/01/1966,0
23352017,3590.809611,0,168.148704,0,269.723639,0,141.52516,0,226.464105,0,141.107769,0,M,graduate school,single,23/01/1986,1
38857543,58.434656,-1,25.5800688,-1,626.0856,-1,2803.96908,0,-1240.782405,0,207.4132156,0,F,university,single,14/01/1974,0
28067612,4397.0289828,0,365.3954812,0,469.8921492,0,99.070593,0,248.466543,0,243.100094,0,M,university,married,11/01/1978,0
53367166,1537.725861,0,159.7114552,0,192.059211,-1,120.9239616,-1,120.596012,-1,88.8743416,-1,F,university,single,05/01/1967,1
45626741,-134.2804544,0,7.155264,0,1000.3655348,0,111.1749138,0,23.7912528,0,23.7316258,0,,high school,single,25/01/1960,0
26464280,839.4913488,-1,93.1376864,-1,486.110748,0,1295.132598,0,125.9326462,0,100.650713,0,F,university,married,02/01/1971,0
54312105,765.0766032,0,21.8533688,0,116.571176,0,167.3139232,0,27.5477664,0,105.8084664,0,F,university,single,03/01/1992,0
11673466,3084.425615,0,175.2741548,0,120.8345208,2,76.978715,2,48.804863,2,73.162575,3,F,graduate school,single,18/01/1992,1
51861128,360.446424,0,64.1886808,0,520.5752694,0,107.2097058,-1,236.719984,0,101.2469856,0,F,university,married,25/01/1981,0
21867086,1384.09638,-2,0.0,-2,0.0,-2,0.0,-2,8.347808,-2,0.0,-2,F,graduate school,single,09/01/1990,0
22313891,-137.589764,-1,342.7967728,0,109.863116,0,94.061908,0,57.242112,-1,49.5800168,-1,F,graduate school,single,02/01/1984,0
31393645,2261.4808142,0,88.5762054,0,1053.2548616,0,981.7916616,0,757.0865578,0,738.5723128,0,F,university,married,26/01/1987,0
22800519,-36.0446424,-1,14.1912736,-1,14.1912736,-1,87.5327296,0,49.3116944,0,180.2530256,0,F,university,married,15/01/1970,0
37089469,983.282342,0,16.1291572,2,25.4011868,0,15.9502764,0,14.7875456,2,24.0297616,1,M,university,married,01/01/1964,1
38847056,3500.11664,0,325.176935,0,57.6296892,0,63.7712904,0,317.485026,0,65.858243,0,F,university,married,13/01/1979,0
28317728,1346.0542262,0,40.7253778,2,38.727866,0,24.059576,0,21.316724,2,30.737821,1,M,university,married,,0
50708395,11.8956264,-2,87.801052,-2,70.3302824,-2,28.32292,-2,119.552536,-2,37.863272,-2,M,graduate school,married,21/01/1982,0
56096680,315.3682608,0,77.9327504,0,10.732896,0,56.0197544,0,1143.947832,0,2876.147806,0,F,university,married,06/01/1991,0
57372264,8.2583672,2,10.6434552,-1,16.3676664,-1,82.3451632,-1,4.9490576,-2,0.0,1,F,university,married,,1
20714568,31.30428,3,0.0,3,0.0,3,0.0,2,0.0,2,0.0,3,M,graduate school,single,24/01/1974,1
34792840,129.3612104,-1,1058.6511224,-1,2714.975484,0,589.593753,0,2176.512055,0,816.8330122,0,F,graduate school,married,01/01/1975,0
51982058,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,0,768.44554,0,F,high school,married,26/01/1957,0
12376179,246.0218272,0,4.0844632,0,3.9353952,0,7.9304176,0,2.683224,0,1.9975112,0,M,high school,single,02/01/1987,0
37453510,-3882.3568056,0,10.2260648,0,246.6479128,0,696.773646,0,291.0999898,0,10457.5375882,0,F,university,single,21/01/1991,0
23919828,4384.924661,0,51.398646,2,52.621004,0,48.655795,0,92.75011,2,90.096699,1,M,university,married,15/01/1968,1
55627982,1441.3981196,0,26.265781,0,44.988723,0,46.62847,0,43.408602,0,34.583776,2,F,high school,married,08/01/1969,1
22310329,4768.715134,0,179.776008,0,197.1871496,0,307.0800808,0,160.784744,0,745.489068,0,F,graduate school,single,25/01/1987,0
27779923,0.0,-1,181.5051968,0,99.7861192,0,8702.977417,0,301.8328864,0,217.520025,0,M,,married,04/01/1970,0
51262250,1212.697994,0,43.527856,0,36.4024054,0,606.110488,0,537.7479034,0,483.576592,0,F,graduate school,single,12/01/1992,0
13483660,3100.7634684,0,1081.2498306,0,396.192931,0,272.8242528,0,948.6687524,0,637.4445814,0,F,high school,married,09/01/1982,0
44600685,475.4971064,-1,125.0978656,-1,1181.1552048,-1,449.2313248,-1,575.7304296,-1,112.993544,-1,F,graduate school,married,16/01/1986,0
38186287,55.8408728,-2,44.6011456,-2,55.602364,-2,75.3687808,-2,56.5862128,-2,69.4358744,-2,F,university,married,25/01/1982,0
30134821,0.0,-1,112.8742896,-1,261.61434,0,641.588672,0,1517.1842908,0,1126.983893,0,M,university,other,29/01/1976,1
19027622,638.309176,0,11.2993544,0,10.5540144,0,10.5242008,0,10.1068104,0,9.2124024,0,M,graduate school,single,15/01/1991,1
30386732,1070.6958168,0,-538.1951072,0,8.496876,0,8.8844528,0,902.3384172,0,30.9167036,0,M,university,single,13/01/1978,0
40304264,182.310164,2,7.751536,3,12.1043216,4,7.751536,5,7.751536,6,7.6322816,1,M,university,single,21/01/1981,1
13341813,4648.298003,0,205.326263,0,164.094055,0,277.177039,0,186.394627,2,182.399605,1,F,university,married,29/01/1980,1
14433191,2909.837174,0,104.7351766,0,1064.256079,0,142.896585,0,132.998469,0,134.191014,0,F,university,single,09/01/1988,0
43897106,115.6171408,0,14.9366136,0,13.8335104,0,13.2372384,0,13.1477976,-1,89.6793088,-1,M,high school,married,14/01/1965,0
23689726,3608.3996352,4,0.6260856,3,2.27373675443e-13,2,-6.8212102633e-13,2,53.306717,2,75.100458,1,F,high school,married,15/01/1989,0
26595144,-2080.3631944,-2,733.3847464,-2,65.291784,-2,247.45288,-1,1332.2505296,-1,1502.486186,-2,M,university,married,10/01/1961,0
36111110,1156.8571204,0,35.5079982,0,41.2918356,0,61.833407,0,92.4519728,0,110.3997616,0,F,university,single,06/01/1972,0
44742095,2202.9567172,0,55.184974,0,159.7412684,0,209.798304,0,75.219712,0,111.0854736,0,M,university,single,09/01/1989,0
22300931,-5.96272,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-1,61.8334064,-1,M,university,married,23/01/1987,0
15718584,2327.845888,-1,277.713684,2,259.7957104,2,370.732116,0,54.9166512,0,8.7651984,2,F,university,single,26/01/1992,1
33359634,714.0953472,2,10.9415912,2,19.8856712,0,10.4645736,0,18.7527544,0,18.6633136,2,F,university,single,19/01/1991,1
14317252,681.24076,0,67.3489224,0,67.4383632,0,73.6097784,-1,58.0172656,-1,63.5625952,-1,M,high school,married,28/01/1965,0
45219724,1428.429203,0,74.832136,0,41.142768,0,146.772353,0,29.9030406,0,28.9788198,0,F,university,married,12/01/1989,0
46918025,2340.3377862,0,44.481891,0,68.1538904,0,2432.342556,0,-2104.810347,0,113.6494436,0,F,university,single,16/01/1992,1
21697323,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,2,74.534,2,F,university,married,05/01/1960,1
16086621,665.0221616,0,106.285484,0,20.3925024,0,104.5562952,0,13.3266792,0,12.7900344,0,F,university,married,10/01/1981,0
30928448,1474.2825204,0,24.1490156,0,24.476966,0,23.9403206,0,319.6316058,0,443.4772996,0,F,high school,married,08/01/1967,0
26862551,1921.784656,0,50.325357,0,46.151453,-1,0.0,-2,0.0,-2,0.0,1,M,graduate school,single,02/01/1988,0
34482980,293.514892,0,181.6542648,0,310.6875256,0,47.7912008,0,877.7123842,0,159.830709,0,F,university,married,18/01/1985,0
13249939,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,0,2449.18724,0,F,university,married,12/01/1976,1
29017807,711.3823096,0,168.8642304,0,1276.43947,0,15.860836,0,36.52166,0,147.159929,0,F,university,married,18/01/1977,0
35467500,208.546132,0,15.7117672,0,31.7216704,0,52.6806312,0,27.726648,0,14.4297824,-1,F,graduate school,single,18/01/1985,0
39397431,1160.673262,0,34.6434026,0,17.0533798,0,1620.7567364,0,63.1452048,0,67.5278038,0,F,university,married,24/01/1969,0
53978035,576.3863288,-2,606.1999288,-2,576.3863288,-2,576.3863288,-2,576.3863288,-2,576.3863288,-2,F,university,single,11/01/1986,0
50266078,1366.357288,0,33.86825,0,431.164283,0,603.218569,0,117.405956,0,83.627148,-1,F,university,single,08/01/1993,0
49564189,1816.4233934,0,247.0056762,0,472.307051,0,513.6585144,0,320.4365728,-1,279.9795174,-2,F,university,married,20/01/1980,0
28490623,2958.463155,0,59.716641,0,100.20351,0,53.187462,0,49.93778,0,50.235916,0,M,graduate school,single,11/01/1986,0
26385302,5840.335172,0,94.1811622,0,95.373707,0,870.497492,0,104.228346,0,878.994369,0,M,graduate school,married,09/01/1976,0
48468788,31.30428,3,0.0,3,0.0,3,0.0,3,0.0,2,0.0,2,M,high school,married,07/01/1980,1
54401929,92.6010416,-2,548.1528496,-2,539.1491424,-2,351.5619712,-2,407.1643352,-2,349.7731552,-2,F,graduate school,single,26/01/1977,0
34048601,964.4997738,2,375.9494954,0,22.1216914,0,22.062064,2,27.667021,0,19.7067896,0,F,university,married,,0
23603846,237.1970016,0,56.1390088,0,20.3030616,0,186.0666776,0,298.285068,0,224.198272,0,F,university,married,01/01/1978,0
36220795,-872.345936,-1,111.801,0,307.0204528,2,-129.8680416,0,2.683224,0,2.0273248,0,F,graduate school,single,23/01/1994,1
12085030,-46.360148,-1,4.919244,0,4.919244,-1,49.639644,-1,13.8931376,-1,8.5863168,-1,F,graduate school,single,22/01/1989,0
43006476,769.2803208,0,14.5192232,0,13.7738832,-1,1240.722778,0,34.7328434,0,17.709279,0,F,high school,single,30/01/1986,0
21595970,543.4423008,0,33.9278768,0,27.9055296,2,18.9614496,0,8.7055712,0,8.3179944,2,F,university,married,29/01/1979,1
37313783,2393.8531988,0,485.246153,0,850.43294,0,328.665127,0,417.748163,0,198.67783,0,F,university,single,17/01/1977,0
14468643,528.893264,0,46.8669792,0,23.3440488,0,74.9513904,0,98.981152,0,113.7090704,0,M,university,married,20/01/1978,0
19928158,315.6962104,0,5.4558888,0,14.3701552,0,4.919244,2,8.9738936,2,8.8546392,3,M,high school,other,29/01/1955,0
54383732,2976.6196372,0,98.265626,0,47.28437,2,115.706581,2,135.800948,2,133.833251,2,M,graduate school,married,23/01/1982,1
43254153,523.9442064,0,59.0011144,0,12.5515256,0,17.0831928,0,19.4086536,2,128.5264296,2,F,high school,single,09/01/1994,0
31435767,509.2759152,0,280.1285856,0,284.0639812,0,1196.002377,0,657.1513714,0,1709.362756,0,M,university,single,03/01/1984,1
41308878,3275.828927,0,119.969927,0,319.661419,0,255.114975,0,58.7327916,0,530.055995,0,M,university,single,29/01/1989,0
14053271,-46.21108,2,134.310268,2,12.1639488,2,135.950016,-1,40.1887328,-2,47.4930648,1,F,high school,single,14/01/1978,0
43831335,1470.317311,0,21.644674,0,8.705571,0,195.308894,0,811.734887,0,55.721618,0,F,graduate school,single,05/01/1987,0
28377249,530.234876,0,20.0943664,0,64.6060712,0,372.8786952,0,59.6868272,2,18.6633136,1,M,university,married,05/01/1968,0
45007724,-25.192492,-1,50.384984,-1,0.0,-1,50.384984,-1,25.192492,2,0.0,-1,F,high school,married,01/01/1966,1
31516764,-18.4546184,2,16.2782256,3,8.94408,2,-3.5527136788e-15,3,0.6260856,4,0.3875768,-1,F,university,single,20/01/1962,0
26958055,319.303656,0,4.6807352,0,4.2633448,0,53.3365304,0,133.1773512,0,794.6516944,0,M,university,single,25/01/1962,0
20350233,2003.026716,0,156.789722,0,31.035958,0,38.489358,0,153.122649,0,53.127835,0,F,high school,single,06/01/1988,0
15689560,425.887276,0,11.3887952,0,974.9047198,0,97.132709,0,95.224638,0,32.9440286,0,F,university,married,21/01/1994,0
21964544,-272.4366768,-1,11.627304,-1,11.627304,-1,11.627304,-1,11.627304,-1,1439.549676,0,M,university,single,07/01/1991,0
39645920,-1250.1438754,0,108.9985216,0,78.4693952,-1,131.328908,-1,327.8899728,-1,495.949236,-1,F,graduate school,single,10/01/1986,0
53670434,0.0,-2,0.0,-2,0.0,-1,2.98136,-1,447.204,0,1091.774032,0,F,university,married,04/01/1989,0
13046677,2432.074234,0,103.035801,0,100.024628,0,41.619786,0,40.099292,0,37.893085,0,M,graduate school,single,04/01/1983,0
42759538,577.3105504,0,28.4421744,0,16.993752,0,46.3005208,2,44.7502136,0,18.7527544,0,M,high school,other,26/01/1959,0
51949183,316.02416,-1,229.1771432,-1,0.0,-2,0.0,0,1220.091766,0,23.5229308,0,F,graduate school,married,21/01/1983,0
51258288,16.3080392,-1,231.6814856,-1,468.1033336,-1,152.1089872,-1,1120.096952,-1,69.5849424,-1,F,graduate school,married,27/01/1961,0
21056188,136.7251696,0,235.974644,0,309.8229312,0,51.1005104,0,41.4110904,2,69.1079248,1,M,graduate school,married,17/01/1962,0
39769422,2417.13762,2,43.676924,3,57.301739,3,56.943976,3,55.453296,2,11.6869312,2,F,graduate school,single,02/01/1985,0
54775582,7153.2963024,0,4289.998159,0,2417.137623,0,748.1722848,0,3306.4475028,0,2231.9653488,0,M,graduate school,single,24/01/1987,0
34930427,546.4534744,0,7.900604,0,911.312311,0,642.8706572,0,28.442174,0,35.0906074,0,F,high school,single,02/01/1964,0
18204910,1341.3138636,0,35.6570662,0,675.3674802,0,35.2694896,0,51.2793918,0,1013.3344502,0,F,university,married,23/01/1977,0
46865843,55.6619912,-1,1937.884,-2,17.88816,-2,76.3526296,2,88.1290016,2,145.7586904,-1,F,graduate school,married,29/01/1983,1
15444419,-75.6072896,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,1,F,graduate school,single,12/01/1982,1
24397313,-3217.424085,-2,0.0,-2,0.0,-1,357.7632,-1,387.9047496,-1,390.9159232,0,F,university,single,26/01/1982,0
34563622,225.539884,0,81.1824328,-1,150.409612,-1,1008.981665,0,949.771855,0,113.738884,0,F,graduate school,single,28/01/1985,1
55318990,670.656932,0,15.9204624,0,81.689264,0,702.5574844,0,29.1577,0,1441.1297976,0,M,university,single,24/01/1969,0
18660748,0.0,-1,11.627304,-1,11.627304,-1,11.627304,-1,11.627304,-1,11.627304,-1,,high school,single,08/01/1976,0
39347365,1100.092026,0,30.171364,-1,12.4024576,-2,12.4024576,-2,12.4024576,-2,12.4024576,-2,F,university,married,03/01/1985,0
56228562,167.9101952,0,11.627304,0,11.627304,0,16.248412,0,155.477924,0,325.9520888,0,F,university,single,14/01/1978,0
35658530,274.6130696,0,189.0480376,0,692.8382502,0,411.4873076,2,154.166125,2,22.807404,2,F,university,single,11/01/1988,1
49137781,518.3392496,0,3.6968864,0,102.558784,2,17.291888,2,47.7613872,2,17.4707696,1,F,university,single,22/01/1967,1
40419126,840.5348248,0,25.1328648,0,212.3026456,0,167.2841096,0,16.9639384,0,340.8887028,0,F,university,married,15/01/1962,1
15784632,-152.04936,-1,0.0,-1,11.627304,-1,11.627304,-1,11.627304,-1,94.2407896,-1,M,high school,single,,0
42001063,0.0,-1,42.037176,-1,42.037176,0,76.0843072,-1,240.2379888,-1,56.8545352,-1,F,graduate school,married,15/01/1975,0
42672756,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-1,69.5253152,-1,F,graduate school,single,16/01/1993,0
30654956,547.6460184,0,8.9738936,0,855.6503204,0,121.430792,0,24.3875248,0,63.0259508,0,M,university,married,15/01/1963,0
14602291,4121.789827,0,741.225723,0,647.432138,0,145.132605,-1,103.810955,0,3365.95544,0,F,university,single,11/01/1985,0
35121820,-23.85088,-1,35.0011664,-1,909.2551728,-1,0.0,-1,258.185776,-1,226.881496,-1,F,university,married,09/01/1964,0
12461624,205.862908,0,240.0292936,0,14.459596,0,23.3142352,0,19.7664168,0,194.7126216,0,F,university,single,31/01/1994,0
28142294,3194.437799,0,57.182485,0,98.027117,2,97.102895,2,95.433334,2,96.297928,2,F,university,married,13/01/1966,1
12420042,825.6280248,0,77.813496,0,310.1210672,0,300.1931382,0,25.997459,0,22.121692,0,F,graduate school,single,24/01/1991,0
58571687,-648.5650544,0,596.272,0,96.14886,0,34.732844,0,45.316672,0,73.0135064,0,M,university,single,09/01/1970,0
12158531,-25.043424,-1,62.1911696,-1,104.1687184,-1,62.5489328,-1,137.5301368,-1,47.5228784,-1,F,university,married,16/01/1975,0
23091015,5336.097755,0,206.995825,0,2959.4171906,0,208.546132,0,905.796795,0,5486.03035,0,F,high school,single,14/01/1963,0
52068985,1952.8206132,0,36.8794238,0,35.507997,0,159.6518288,0,155.3288558,0,313.5198178,0,F,high school,married,02/01/1972,1
37718891,1921.06913,0,58.88186,0,99.577424,0,74.265677,2,122.474269,0,75.3687804,0,F,university,married,11/01/1979,0
41334071,569.2310648,0,8.94408,0,38.459544,0,9.8981152,0,41.9477352,0,51.1005104,0,F,graduate school,single,20/01/1992,0
48380034,238.8367496,0,8.5565032,0,8.049672,2,22.2707592,0,7.602468,0,279.353432,0,M,graduate school,single,17/01/1984,0
50094068,-31.5726024,-2,14.9068,-2,30.1713632,-2,0.0,-2,0.0,-2,22.062064,-2,M,high school,married,10/01/1961,0
49003966,2159.2797934,0,195.934979,2,212.720036,3,271.750964,4,245.21686,5,249.480205,6,M,university,single,20/01/1954,0
16833628,1867.046886,0,597.583799,0,409.0425918,0,111.4432368,0,305.0229416,0,935.9085316,0,M,university,single,06/01/1988,0
35473958,1401.56715,0,21.227283,0,1041.478489,0,44.7502136,0,203.1200568,0,227.149818,0,F,graduate school,single,06/01/1980,0
21807943,5274.562485,0,518.75664,0,132.0742482,0,159.771082,0,1585.308366,0,186.573509,0,F,high school,single,09/01/1980,1
41691054,239.2243264,0,259.1696248,0,796.2914428,0,326.1607832,0,35.060794,2,42.871957,2,F,high school,married,06/01/1991,1
43111296,264.9236496,0,196.5908784,0,49.6694576,0,50.5638656,-1,46.5986568,2,503.0150592,1,F,university,married,27/01/1986,0
53313144,-4.47204,-1,13.714256,-1,13.714256,-1,13.714256,-1,13.714256,-1,13.714256,-1,F,university,single,30/01/1988,0
57448702,-190.3896496,-2,0.0,-2,813.6429576,-2,51.9352912,-2,0.0,-2,0.0,-2,F,graduate school,single,24/01/1971,0
30590490,807.352288,0,2308.765184,0,708.639458,0,280.4863492,0,342.170687,0,150.320172,0,F,high school,married,06/01/1975,0
32556125,-23.254608,-1,11.627304,-1,11.627304,-1,11.627304,-1,11.627304,-1,11.627304,-1,F,graduate school,single,01/01/1989,0
58969356,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,2.98136,-2,F,graduate school,single,13/01/1987,0
23227445,562.2248688,0,11.2993544,0,960.9519556,0,34.2856392,0,31.63223,0,22.3005726,0,M,high school,married,31/01/1980,0
36739102,552.6248896,0,25.8483912,0,40.099292,0,539.5665328,0,509.5740512,0,482.682184,0,F,university,single,19/01/1993,0
33398323,3165.280098,0,150.051849,0,167.8207546,0,845.811832,0,156.968604,0,163.020765,0,F,graduate school,married,05/01/1981,0
44095863,4867.755913,0,107.209705,0,310.449017,0,367.214111,0,1500.876252,0,1128.236064,0,M,graduate school,single,02/01/1989,0
16764110,-72.3874208,-1,397.564356,-1,25.639696,-1,0.0,-1,30.409872,-1,116.869312,-1,F,graduate school,single,15/01/1985,0
48355384,85.3265232,-2,178.7921592,-2,1918.7436692,-2,288.4763934,-2,14.5788504,-2,1003.2574534,-2,F,other,married,12/01/1984,0
25596497,1710.5851134,0,113.649443,0,138.5438,0,4531.458504,0,-3470.452108,0,216.655432,0,F,university,single,16/01/1964,0
12356710,0.0,-2,0.0,-2,0.0,-2,26.981308,-2,0.0,-2,0.0,-2,M,graduate school,married,27/01/1977,0
20930741,1896.353655,-1,164.9586488,0,-7.1054273576e-15,-1,0.0,-2,0.0,0,615.65084,0,F,university,married,29/01/1967,0
39531434,524.8386144,0,19.7664168,0,19.7664168,0,23.85088,0,49.19244,0,23.0459128,0,M,university,married,27/01/1976,0
34792735,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,1,F,university,single,30/01/1985,0
25549014,3125.62801,0,94.717808,0,347.74583,0,322.493711,-1,219.1001466,-1,266.0565664,-1,F,university,married,28/01/1966,0
21724249,141.6146,-1,0.0,-2,0.0,-2,0.0,-1,50.384984,-1,0.0,1,M,university,married,24/01/1974,0
46463359,1411.852842,2,15.622326,2,36.909237,0,35.507997,0,30.230991,0,30.260804,0,F,university,married,14/01/1983,0
15664533,830.9348456,2,25.3713736,2,200.3772052,2,493.9219116,2,38.996189,1,25.2223058,1,F,university,married,06/01/1994,0
26242500,991.3618272,0,22.6881494,0,15.9800898,0,22.0322504,0,21.61486,0,20.6906384,0,F,university,single,07/01/1973,0
25458716,2446.742525,2,43.885619,2,41.888108,2,55.930314,2,55.214787,2,53.276903,1,M,graduate school,married,19/01/1966,1
24678188,3238.1445364,0,141.8232958,0,130.6133818,0,235.6168806,0,204.2231596,0,202.1660218,0,M,university,single,12/01/1979,0
55075608,2750.7816178,0,74.6532544,0,74.3849316,2,101.902885,0,101.0979174,0,79.3936174,0,F,university,single,23/01/1988,0
59072167,856.5745416,0,18.0968552,0,22.5688952,0,22.7179632,0,12.521712,0,110.8171512,2,F,university,single,12/01/1994,1
59236981,1074.094567,0,17.530397,0,26.0570864,2,25.2521196,2,15.0558676,2,24.0893888,2,M,high school,single,07/01/1985,1
12854547,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,M,graduate school,married,06/01/1982,0
53087186,-23.2247944,2,99.1600336,0,44.7204,0,20.9887744,0,6.8869416,2,41.8284808,1,F,graduate school,single,27/01/1988,0
35902604,416.7643144,0,7.2148912,0,83.1501304,0,5.96272,0,45.7042488,0,53.9328024,0,F,high school,single,,0
55435284,6412.279274,0,1669.501973,0,6578.132335,0,782.1001644,0,929.588048,0,344.9135368,0,F,graduate school,single,26/01/1989,0
49461572,0.0,-1,61.9824744,-1,23.254608,2,67.975008,-1,23.254608,2,178.2555144,1,F,graduate school,married,26/01/1971,1
44954118,824.6143624,0,13.9825784,0,17.7987192,0,22.3900136,2,29.9924816,0,32.9142144,0,F,university,single,22/01/1992,0
31554847,-2.2062064,-2,88.4271376,-2,140.8990736,-2,108.5513176,-2,221.6044888,-2,98.5041344,-2,M,high school,married,19/01/1963,0
13868459,2959.119054,0,289.639124,0,336.386849,0,292.471416,0,293.306197,0,103.989837,0,F,university,single,07/01/1993,0
57826488,120.894148,0,39.652088,-1,121.7587424,0,242.98084,0,5.96272,0,130.7624496,0,M,graduate school,single,11/01/1985,0
